#REFERENCE 3 344.7015100 -34.8023190
81    0.99   -0.16  34.85  16.41  59.232    0.64  97.037 2226.302 1036.0 0.310   0.00 1 0
81  -73.34  -72.52  20.71  16.91  81.680    0.20 100.000 1500.000  620.5 0.310   0.00 2 1
81   80.19   30.08  23.05  16.91  14.680    0.30 100.000 1000.000  467.6 0.310   0.00 3 2
81    0.17    0.37  11.58   5.84  56.080    0.59   0.249  34.557  294.3 0.310   0.00 4 3
81    9.00   -6.49   5.83   5.23  74.280    0.11   0.186  30.941  228.1 0.310   0.00 5 4
81    5.20   42.36   5.41   4.41   3.080    0.20   0.157  26.094  209.4 0.310   0.00 6 5
81  -31.65    6.96   5.21   4.29  38.080    0.19   0.152  25.348  206.4 0.310   0.00 7 6
81   21.58    8.95   4.82   4.15 125.980    0.15   0.147  24.544  203.1 0.310   0.00 8 7
81    7.15   -2.89   4.40   3.99  73.780    0.10   0.142  23.612  199.2 0.310   0.00 9 8
81  -19.58   11.39   4.07   3.73  -5.020    0.09   0.132  22.036  192.5 0.310   0.00 10 9
81   16.71  -23.11   6.94   3.66 -10.520    0.57   0.130  21.614  190.6 0.310   0.00 11 10
81   18.27   18.28   5.23   3.19 121.780    0.46   0.113  18.834  177.9 0.310   0.00 12 11
81   16.15    6.52   5.85   3.10  27.380    0.56   0.110  18.304  175.4 0.310   0.00 13 12
81   -2.11   -4.42   3.14   2.96  -7.320    0.06   0.105  17.488  171.5 0.310   0.00 14 13
81   29.08   -1.27   4.70   2.92 -42.320    0.44   0.104  17.264  170.4 0.310   0.00 15 14
81  -19.98   -4.80   8.36   2.92  39.080    0.78   0.103  17.240  170.2 0.310   0.00 16 15
81   22.57   20.40   3.80   2.88  86.880    0.27   0.102  17.027  169.2 0.310   0.00 17 16
81  -30.56    5.19   2.83   2.42  19.480    0.15   0.086  14.320  155.2 0.310   0.00 18 17
81   38.40   -8.15   2.51   2.19 -37.120    0.14   0.078  12.922  147.4 0.310   0.00 19 18
81    5.83   -0.35   2.24   2.00 119.580    0.11   0.071  11.823  141.0 0.310   0.00 20 19
81  -15.08   13.53   1.80   1.80  -0.020    0.00   0.064  10.669  133.9 0.310   0.00 21 20
81    8.17   21.95   2.70   1.77  82.680    0.40   0.063  10.470  132.7 0.310   0.00 22 21
81    4.26  -11.42   2.33   1.73  65.680    0.29   0.061  10.241  131.2 0.310   0.00 23 22
81   10.25   25.70   1.75   1.59  97.380    0.10   0.056   9.396  125.7 0.310   0.00 24 23
81   23.79  -11.94   1.90   1.58  94.680    0.18   0.056   9.366  125.5 0.310   0.00 25 24
81   19.82   -3.50   1.97   1.58 -22.220    0.22   0.056   9.323  125.2 0.310   0.00 26 25
81    3.11  -24.00   2.02   1.50 111.680    0.29   0.053   8.879  122.2 0.310   0.00 27 26
81   -9.59   -6.32   1.93   1.47  26.380    0.26   0.052   8.720  121.1 0.310   0.00 28 27
81  -17.49    6.29   1.63   1.45  83.280    0.11   0.052   8.593  120.2 0.310   0.00 29 28
81  -21.00   23.00   1.84   1.35  37.880    0.30   0.048   7.975  115.8 0.310   0.00 30 29
